timestamp,direction,entry,exit,pnl_pts,pnl_usd,fees,exit_reason
2025-07-08 16:05:00+02:00,-1,6285.5,6267.214285714285,18.285714285714675,457.1428571428669,10.0,TP
2025-07-08 16:20:00+02:00,1,6270.5,6264.660714285715,-5.8392857142853245,-145.9821428571331,10.0,SL
2025-07-08 16:30:00+02:00,-1,6264.75,6273.107142857143,-8.357142857143117,-208.92857142857792,10.0,SL
2025-07-08 16:50:00+02:00,-1,6279.25,6273.928571428572,5.3214285714284415,133.03571428571104,10.0,SL
2025-07-08 16:55:00+02:00,1,6266.5,6263.964285714285,-2.5357142857146755,-63.39285714286689,10.0,SL
2025-07-08 17:20:00+02:00,1,6271.75,6268.0,-3.75,-93.75,10.0,SL
2025-07-09 16:00:00+02:00,1,6267.0,6295.071428571428,28.07142857142844,701.785714285711,10.0,TP
2025-07-09 16:25:00+02:00,1,6308.0,6300.732142857143,-7.267857142856883,-181.69642857142208,10.0,SL
2025-07-09 16:30:00+02:00,-1,6301.0,6301.071428571428,-0.0714285714284415,-1.7857142857110375,10.0,SL
2025-07-09 17:25:00+02:00,-1,6292.75,6286.785714285715,5.9642857142853245,149.1071428571331,10.0,SL
2025-07-10 16:00:00+02:00,-1,6288.0,6295.303571428572,-7.3035714285715585,-182.58928571428896,10.0,SL
2025-07-10 16:25:00+02:00,1,6297.5,6300.803571428572,3.3035714285715585,82.58928571428896,10.0,SL
2025-07-10 16:40:00+02:00,-1,6303.0,6312.035714285715,-9.035714285714675,-225.8928571428669,10.0,SL
2025-07-11 16:00:00+02:00,1,6314.5,6317.785714285715,3.2857142857146755,82.14285714286689,10.0,SL
2025-07-11 16:10:00+02:00,-1,6295.75,6300.232142857143,-4.482142857143117,-112.05357142857792,10.0,SL
2025-07-11 16:45:00+02:00,1,6299.25,6300.303571428572,1.0535714285715585,26.339285714288962,10.0,SL
2025-07-11 17:10:00+02:00,1,6301.5,6296.017857142857,-5.482142857143117,-137.05357142857792,10.0,SL
2025-07-11 17:20:00+02:00,-1,6291.5,6300.678571428572,-9.178571428571558,-229.46428571428896,10.0,SL
2025-07-14 16:00:00+02:00,1,6297.0,6296.142857142857,-0.857142857143117,-21.428571428577925,10.0,SL
2025-07-14 16:10:00+02:00,1,6291.25,6285.714285714285,-5.5357142857146755,-138.3928571428669,10.0,SL
2025-07-14 16:25:00+02:00,1,6291.75,6291.785714285715,0.0357142857146755,0.8928571428668874,10.0,SL
2025-07-14 17:25:00+02:00,1,6291.5,6299.303571428572,7.8035714285715585,195.08928571428896,10.0,SL
2025-07-15 16:10:00+02:00,1,6304.25,6324.035714285715,19.785714285714675,494.6428571428669,10.0,TP
2025-07-15 16:25:00+02:00,1,6324.5,6318.607142857143,-5.892857142856883,-147.32142857142208,10.0,SL
2025-07-15 16:50:00+02:00,-1,6317.25,6312.803571428572,4.4464285714284415,111.16071428571104,10.0,SL
2025-07-15 17:05:00+02:00,-1,6306.0,6308.053571428572,-2.0535714285715585,-51.33928571428896,10.0,SL
2025-07-15 17:20:00+02:00,1,6308.5,6305.839285714285,-2.6607142857146755,-66.51785714286689,10.0,SL
2025-07-16 16:00:00+02:00,-1,6312.25,6286.607142857143,25.642857142856883,641.0714285714221,10.0,TP
2025-07-16 16:30:00+02:00,-1,6283.75,6291.017857142857,-7.267857142856883,-181.69642857142208,10.0,SL
2025-07-16 16:50:00+02:00,1,6287.75,6282.535714285715,-5.2142857142853245,-130.3571428571331,10.0,SL
2025-07-16 17:15:00+02:00,1,6282.75,6287.053571428572,4.3035714285715585,107.58928571428896,10.0,SL
2025-07-16 17:25:00+02:00,-1,6263.5,6268.857142857143,-5.357142857143117,-133.92857142857792,10.0,SL
2025-07-16 17:30:00+02:00,1,6274.25,6253.321428571428,-20.92857142857156,-523.214285714289,10.0,SL
2025-07-17 16:00:00+02:00,-1,6254.5,6277.964285714285,-23.464285714285325,-586.6071428571331,10.0,SL
2025-07-18 16:10:00+02:00,1,6322.25,6338.589285714285,16.339285714285325,408.4821428571331,10.0,SL
2025-07-18 17:15:00+02:00,-1,6339.25,6335.642857142857,3.607142857143117,90.17857142857792,10.0,SL
2025-07-21 16:00:00+02:00,1,6332.0,6351.214285714285,19.214285714285325,480.3571428571331,10.0,TP
2025-07-21 16:50:00+02:00,1,6367.5,6365.0,-2.5,-62.5,10.0,SL
2025-07-22 16:00:00+02:00,1,6366.25,6370.392857142857,4.142857142856883,103.57142857142208,10.0,SL
2025-07-22 16:30:00+02:00,-1,6323.25,6332.803571428572,-9.553571428571558,-238.83928571428896,10.0,SL
2025-07-22 17:15:00+02:00,1,6333.0,6331.160714285715,-1.8392857142853245,-45.98214285713311,10.0,SL
2025-07-23 16:00:00+02:00,-1,6336.0,6338.339285714285,-2.3392857142853245,-58.48214285713311,10.0,SL
2025-07-23 16:30:00+02:00,1,6356.75,6358.25,1.5,37.5,10.0,SL
2025-07-23 17:00:00+02:00,-1,6357.5,6365.392857142857,-7.892857142856883,-197.32142857142208,10.0,SL
2025-07-23 17:25:00+02:00,-1,6363.0,6364.857142857143,-1.857142857143117,-46.428571428577925,10.0,SL
2025-07-24 16:00:00+02:00,-1,6364.0,6371.071428571428,-7.0714285714284415,-176.78571428571104,10.0,SL
2025-07-24 16:15:00+02:00,1,6405.75,6398.053571428572,-7.6964285714284415,-192.41071428571104,10.0,SL
2025-07-24 16:45:00+02:00,-1,6402.25,6408.910714285715,-6.6607142857146755,-166.5178571428669,10.0,SL
2025-07-24 17:15:00+02:00,1,6410.25,6411.035714285715,0.7857142857146755,19.642857142866887,10.0,SL
2025-07-25 16:00:00+02:00,-1,6411.75,6406.625,5.125,128.125,10.0,SL
2025-07-25 16:10:00+02:00,-1,6403.5,6409.517857142857,-6.017857142856883,-150.44642857142208,10.0,SL
2025-07-25 16:15:00+02:00,1,6407.25,6406.821428571428,-0.4285714285715585,-10.714285714288962,10.0,SL
2025-07-25 16:20:00+02:00,-1,6410.25,6410.321428571428,-0.0714285714284415,-1.7857142857110375,10.0,SL
2025-07-28 16:00:00+02:00,1,6406.75,6421.035714285715,14.285714285714675,357.1428571428669,10.0,TP
2025-07-28 16:10:00+02:00,1,6430.0,6429.875,-0.125,-3.125,10.0,SL
2025-07-28 16:20:00+02:00,1,6433.5,6428.375,-5.125,-128.125,10.0,SL
2025-07-28 17:15:00+02:00,-1,6428.75,6424.178571428572,4.5714285714284415,114.28571428571104,10.0,SL
2025-07-29 16:00:00+02:00,-1,6420.5,6426.875,-6.375,-159.375,10.0,SL
2025-07-29 16:40:00+02:00,-1,6430.5,6429.625,0.875,21.875,10.0,SL
2025-07-29 16:50:00+02:00,1,6425.25,6420.303571428572,-4.9464285714284415,-123.66071428571104,10.0,SL
2025-07-29 17:00:00+02:00,-1,6420.5,6423.214285714285,-2.7142857142853245,-67.85714285713311,10.0,SL
2025-07-29 17:25:00+02:00,-1,6419.0,6410.517857142857,8.482142857143117,212.05357142857792,10.0,SL
2025-07-30 16:15:00+02:00,-1,6406.25,6411.535714285715,-5.2857142857146755,-132.1428571428669,10.0,SL
2025-07-30 16:30:00+02:00,-1,6414.0,6420.339285714285,-6.3392857142853245,-158.4821428571331,10.0,SL
2025-07-30 17:00:00+02:00,-1,6418.0,6415.214285714285,2.7857142857146755,69.64285714286689,10.0,SL
2025-07-30 17:10:00+02:00,1,6411.0,6405.785714285715,-5.2142857142853245,-130.3571428571331,10.0,SL
2025-07-31 16:00:00+02:00,-1,6403.75,6408.553571428572,-4.8035714285715585,-120.08928571428896,10.0,SL
2025-07-31 16:20:00+02:00,1,6445.5,6439.892857142857,-5.607142857143117,-140.17857142857792,10.0,SL
2025-07-31 16:50:00+02:00,-1,6442.75,6433.071428571428,9.678571428571558,241.96428571428896,10.0,SL
2025-07-31 17:10:00+02:00,-1,6424.25,6414.357142857143,9.892857142856883,247.32142857142208,10.0,SL
2025-07-31 17:25:00+02:00,-1,6407.0,6413.553571428572,-6.5535714285715585,-163.83928571428896,10.0,SL
2025-08-01 16:00:00+02:00,1,6413.25,6409.321428571428,-3.9285714285715585,-98.21428571428896,10.0,SL
2025-08-01 16:25:00+02:00,-1,6257.5,6281.071428571428,-23.57142857142844,-589.285714285711,10.0,SL
2025-08-01 17:00:00+02:00,1,6281.0,6264.125,-16.875,-421.875,10.0,SL
2025-08-04 17:20:00+02:00,1,6267.0,6334.714285714285,67.71428571428532,1692.857142857133,10.0,SL
2025-08-05 16:00:00+02:00,1,6337.5,6362.357142857143,24.857142857143117,621.4285714285779,10.0,TP
2025-08-05 16:15:00+02:00,1,6352.75,6345.767857142857,-6.982142857143117,-174.55357142857792,10.0,SL
2025-08-05 16:30:00+02:00,-1,6348.5,6343.964285714285,4.5357142857146755,113.39285714286689,10.0,SL
2025-08-05 16:40:00+02:00,-1,6331.5,6331.517857142857,-0.017857142856883,-0.44642857142207504,10.0,SL
2025-08-05 16:55:00+02:00,-1,6323.25,6324.607142857143,-1.357142857143117,-33.928571428577925,10.0,SL
2025-08-06 16:00:00+02:00,1,6324.25,6338.732142857143,14.482142857143117,362.0535714285779,10.0,SL
2025-08-06 16:10:00+02:00,1,6347.75,6341.696428571428,-6.0535714285715585,-151.33928571428896,10.0,SL
2025-08-06 16:20:00+02:00,-1,6339.25,6337.410714285715,1.8392857142853245,45.98214285713311,10.0,SL
2025-08-06 16:35:00+02:00,1,6328.25,6334.517857142857,6.267857142856883,156.69642857142208,10.0,SL
2025-08-06 16:55:00+02:00,-1,6343.75,6354.928571428572,-11.178571428571558,-279.46428571428896,10.0,SL
2025-08-07 16:00:00+02:00,1,6353.75,6388.464285714285,34.714285714285325,867.8571428571331,10.0,TP
2025-08-07 16:20:00+02:00,1,6402.5,6385.035714285715,-17.464285714285325,-436.6071428571331,10.0,SL
2025-08-07 17:20:00+02:00,-1,6378.75,6373.696428571428,5.0535714285715585,126.33928571428896,10.0,SL
2025-08-08 16:00:00+02:00,1,6373.0,6404.714285714285,31.714285714285325,792.8571428571331,10.0,TP
2025-08-08 16:55:00+02:00,1,6406.0,6401.642857142857,-4.357142857143117,-108.92857142857792,10.0,SL
2025-08-08 17:20:00+02:00,1,6402.5,6400.660714285715,-1.8392857142853245,-45.98214285713311,10.0,SL
2025-08-08 17:30:00+02:00,1,6402.25,6397.714285714285,-4.5357142857146755,-113.39285714286689,10.0,SL
